project_id,district,total_land_parcels,acquired_land_parcels,pending_land_parcels,total_landowners,compensation_pending,legal_cases,documents_pending,approval_pending_days,objections_count,survey_completed_percent,current_stage,previous_delay_days,land_pending_percent,delay_status
LA104953,Patan,1185,712,473,1520,767,4,8,9,21,74.0,Acquisition,37,39.92,Yes
LA104954,Banaskantha,257,130,127,254,155,5,9,0,10,74.5,Acquisition,16,49.42,Yes
LA104955,Bharuch,595,300,295,692,95,5,11,24,15,84.3,Compensation,1,49.58,Yes
LA104956,Rajkot,330,128,202,323,148,1,11,0,10,65.7,Objection,4,61.21,Yes
LA104957,Mehsana,283,197,86,345,220,3,9,21,8,83.1,Acquisition,36,30.39,Yes
LA104958,Banaskantha,591,409,182,396,196,1,12,49,8,88.3,Handover,56,30.8,No
LA104959,Vadodara,1383,779,604,1316,109,9,7,26,19,74.5,Acquisition,22,43.67,No
LA104960,Rajkot,1419,955,464,1209,268,6,11,2,19,76.8,Acquisition,7,32.7,No
LA104961,Rajkot,603,413,190,581,163,2,7,49,18,87.9,Acquisition,46,31.51,No
LA104962,Navsari,782,572,210,747,211,7,10,76,19,85.3,Handover,63,26.85,Yes
LA104963,Bhavnagar,1480,863,617,1005,368,8,12,31,20,51.5,Objection,25,41.69,Yes
LA104964,Bharuch,390,185,205,557,242,4,8,28,8,64.5,Compensation,0,52.56,No
LA104965,Vadodara,1420,677,743,801,354,4,14,61,15,63.2,Objection,28,52.32,Yes
LA104966,Anand,203,163,40,113,22,3,5,3,4,87.5,Acquisition,0,19.7,No
LA104967,Vadodara,377,278,99,334,51,2,15,26,7,92.6,Acquisition,13,26.26,No
LA104968,Banaskantha,540,275,265,599,269,5,12,5,15,69.7,Compensation,18,49.07,Yes
LA104969,Jamnagar,103,75,28,73,25,3,5,15,3,85.3,Handover,28,27.18,No
LA104970,Morbi,1233,675,558,1270,413,4,14,0,22,66.0,Compensation,15,45.26,Yes
LA104971,Vadodara,1291,752,539,1550,136,4,15,48,20,79.5,Acquisition,0,41.75,Yes
LA104972,Rajkot,606,482,124,385,265,1,9,23,9,85.4,Handover,38,20.46,Yes
LA104973,Vadodara,1263,995,268,1814,350,5,14,15,26,75.6,Acquisition,35,21.22,No
LA104974,Ahmedabad,1170,668,502,998,130,4,8,60,15,87.4,Compensation,4,42.91,Yes
LA104975,Surat,1212,827,385,1367,439,2,10,22,21,76.5,Acquisition,59,31.77,No
LA104976,Morbi,1214,825,389,789,54,1,7,29,8,80.7,Acquisition,34,32.04,No
LA104977,Rajkot,882,592,290,1048,381,4,14,29,23,81.8,Acquisition,61,32.88,No
LA104978,Bharuch,210,160,50,274,92,5,9,16,6,84.4,Acquisition,4,23.81,No
LA104979,Rajkot,1389,991,398,896,191,4,11,14,12,70.3,Acquisition,0,28.65,No
LA104980,Bhavnagar,933,587,346,619,298,2,12,7,11,72.9,Compensation,2,37.08,No
LA104981,Kheda,1357,942,415,1090,197,10,9,15,17,72.4,Acquisition,0,30.58,No
LA104982,Vadodara,1441,1031,410,808,331,3,18,19,9,83.5,Acquisition,28,28.45,No
LA104983,Patan,321,223,98,461,104,5,10,39,3,77.9,Acquisition,47,30.53,No
LA104984,Patan,633,466,167,689,267,3,12,6,3,90.0,Acquisition,0,26.38,No
LA104985,Bhavnagar,329,267,62,361,165,5,8,62,7,91.7,Handover,4,18.84,No
LA104986,Ahmedabad,123,86,37,174,46,1,6,1,4,84.1,Compensation,42,30.08,No
LA104987,Jamnagar,1452,875,577,1886,784,5,9,0,31,71.8,Acquisition,3,39.74,No
LA104988,Banaskantha,1389,563,826,1782,448,7,17,43,30,69.9,Objection,48,59.47,Yes
LA104989,Surat,1401,901,500,1199,353,7,8,31,19,86.7,Acquisition,39,35.69,Yes
LA104990,Sabarkantha,1332,1025,307,1134,224,5,11,0,15,77.2,Compensation,18,23.05,No
LA104991,Navsari,991,886,105,805,385,6,2,20,9,86.7,Handover,18,10.6,No
LA104992,Mehsana,807,320,487,696,233,1,7,1,10,69.8,Compensation,18,60.35,Yes
LA104993,Mehsana,1488,814,674,1313,502,9,11,9,19,72.9,Compensation,6,45.3,Yes
LA104994,Ahmedabad,851,327,524,575,151,0,3,23,15,59.7,Notification,29,61.57,Yes
LA104995,Panchmahal,982,578,404,855,366,8,11,12,8,69.2,Acquisition,37,41.14,No
LA104996,Ahmedabad,357,257,100,340,187,1,4,0,5,84.4,Acquisition,25,28.01,Yes
LA104997,Mehsana,1133,775,358,939,245,6,8,1,20,74.0,Handover,1,31.6,No
LA104998,Banaskantha,1239,238,1001,866,230,7,16,25,12,47.6,Objection,28,80.79,Yes
LA104999,Vadodara,1034,650,384,916,238,5,11,11,12,72.0,Acquisition,77,37.14,Yes
LA105000,Banaskantha,773,509,264,760,252,3,9,29,11,81.0,Compensation,14,34.15,No
LA105001,Anand,337,195,142,404,108,4,10,34,9,77.4,Acquisition,74,42.14,No
LA105002,Panchmahal,99,51,48,118,53,5,9,2,15,60.9,Acquisition,9,48.48,No
LA105003,Banaskantha,960,458,502,703,77,4,9,3,11,63.6,Compensation,8,52.29,No
LA105004,Anand,1041,823,218,607,153,4,10,7,17,90.9,Handover,12,20.94,No
LA105005,Morbi,1171,548,623,964,284,1,15,2,18,48.3,Compensation,33,53.2,Yes
LA105006,Morbi,1429,774,655,988,263,6,12,26,25,66.6,Acquisition,5,45.84,Yes
LA105007,Bhavnagar,771,477,294,699,15,7,8,57,11,56.5,Objection,28,38.13,No
LA105008,Vadodara,1253,614,639,1794,658,5,10,4,34,83.8,Acquisition,16,51.0,Yes
LA105009,Ahmedabad,1089,508,581,776,266,4,7,32,14,60.4,Compensation,23,53.35,No
LA105010,Panchmahal,452,240,212,378,234,5,7,64,7,76.4,Objection,51,46.9,Yes
LA105011,Bharuch,1276,384,892,1535,164,8,9,24,23,53.7,Compensation,34,69.91,Yes
LA105012,Kheda,127,60,67,128,10,3,8,0,7,66.7,Objection,20,52.76,No
LA105013,Surat,918,633,285,541,103,4,12,8,12,72.3,Acquisition,0,31.05,No
LA105014,Gandhinagar,1414,488,926,983,450,2,18,36,19,53.0,Compensation,58,65.49,Yes
LA105015,Navsari,1006,485,521,1400,477,11,10,33,26,72.2,Compensation,38,51.79,Yes
LA105016,Surat,1409,1173,236,906,152,5,8,4,17,87.8,Handover,0,16.75,No
LA105017,Junagadh,131,62,69,147,42,2,10,20,7,71.7,Compensation,24,52.67,No
LA105018,Ahmedabad,822,640,182,1038,55,4,8,22,11,73.6,Compensation,82,22.14,No
LA105019,Patan,1182,531,651,932,236,8,14,35,22,70.6,Objection,21,55.08,Yes
LA105020,Sabarkantha,982,770,212,1181,325,4,9,52,22,92.0,Handover,12,21.59,Yes
LA105021,Junagadh,1327,1202,125,933,262,4,11,3,13,82.9,Handover,0,9.42,No
LA105022,Vadodara,721,391,330,581,65,5,7,1,11,70.3,Compensation,14,45.77,No
LA105023,Panchmahal,1040,815,225,864,483,4,14,5,10,85.5,Handover,56,21.63,Yes
LA105024,Jamnagar,659,494,165,953,180,10,9,9,15,87.2,Acquisition,76,25.04,No
LA105025,Bharuch,1315,758,557,977,710,5,15,23,13,70.4,Compensation,45,42.36,Yes
LA105026,Valsad,223,132,91,149,17,1,6,8,10,79.5,Acquisition,6,40.81,No
LA105027,Morbi,418,320,98,578,377,0,6,0,10,83.5,Handover,0,23.44,Yes
LA105028,Panchmahal,190,142,48,132,20,3,6,9,2,74.0,Handover,25,25.26,No
LA105029,Sabarkantha,1068,545,523,1433,184,3,5,40,34,82.1,Acquisition,14,48.97,Yes
LA105030,Jamnagar,387,172,215,439,104,1,12,31,9,66.8,Objection,0,55.56,No
LA105031,Ahmedabad,510,317,193,545,320,4,5,21,8,79.6,Acquisition,0,37.84,Yes
LA105032,Junagadh,1263,808,455,1549,518,6,17,6,19,84.3,Acquisition,0,36.03,Yes
LA105033,Jamnagar,572,371,201,688,247,3,6,37,16,71.2,Compensation,29,35.14,Yes
LA105034,Navsari,261,105,156,170,30,3,8,53,5,60.1,Objection,27,59.77,No
LA105035,Banaskantha,80,59,21,116,18,5,5,18,7,84.2,Handover,13,26.25,Yes
LA105036,Amreli,378,227,151,528,192,6,11,64,13,59.0,Compensation,21,39.95,Yes
LA105037,Gandhinagar,1377,563,814,1868,822,3,12,13,31,71.5,Compensation,39,59.11,No
LA105038,Panchmahal,846,666,180,939,204,5,12,41,10,86.8,Acquisition,35,21.28,Yes
LA105039,Morbi,1493,749,744,1524,236,10,12,25,19,64.7,Compensation,59,49.83,Yes
LA105040,Valsad,362,148,214,374,95,5,9,47,7,56.1,Compensation,0,59.12,No
LA105041,Morbi,559,357,202,315,91,1,17,42,4,84.4,Handover,53,36.14,Yes
LA105042,Surat,286,148,138,286,103,3,11,27,10,68.5,Acquisition,29,48.25,Yes
LA105043,Amreli,628,397,231,698,93,6,11,21,6,75.6,Compensation,53,36.78,No
LA105044,Patan,867,680,187,991,433,5,7,19,19,91.1,Acquisition,25,21.57,Yes
LA105045,Jamnagar,1222,680,542,1037,285,3,11,24,16,62.2,Acquisition,92,44.35,Yes
LA105046,Amreli,584,273,311,569,121,1,9,7,9,70.5,Compensation,0,53.25,No
LA105047,Patan,1169,669,500,1312,167,6,6,12,13,82.8,Acquisition,12,42.77,Yes
LA105048,Ahmedabad,958,250,708,896,736,6,13,41,12,59.9,Notification,8,73.9,Yes
LA105049,Gandhinagar,473,274,199,670,408,5,6,27,18,69.4,Compensation,17,42.07,Yes
LA105050,Ahmedabad,1373,1134,239,1627,524,5,8,51,17,86.3,Handover,22,17.41,No
LA105051,Junagadh,680,314,366,375,128,3,12,43,11,70.7,Compensation,51,53.82,Yes
LA105052,Valsad,269,160,109,154,33,4,11,35,4,83.8,Compensation,27,40.52,No
LA105053,Banaskantha,1446,1257,189,1694,37,10,8,4,27,79.9,Handover,30,13.07,Yes
LA105054,Vadodara,1375,1207,168,1267,189,4,7,45,15,86.3,Handover,0,12.22,No
LA105055,Banaskantha,121,105,16,158,80,4,13,0,6,84.5,Handover,0,13.22,No
LA105056,Mehsana,1359,756,603,959,31,6,13,0,14,65.4,Compensation,0,44.37,No
LA105057,Patan,1424,1044,380,801,321,7,10,0,11,78.3,Handover,0,26.69,No
LA105058,Rajkot,1253,816,437,1127,638,6,9,44,11,79.9,Acquisition,13,34.88,No
LA105059,Jamnagar,420,121,299,509,61,9,6,47,9,57.0,Objection,51,71.19,Yes
LA105060,Mehsana,965,463,502,1375,584,5,15,11,20,74.1,Acquisition,12,52.02,Yes
LA105061,Morbi,830,401,429,1117,289,8,7,38,19,61.8,Objection,0,51.69,No
LA105062,Mehsana,949,782,167,935,637,2,8,44,24,84.6,Handover,22,17.6,No
LA105063,Navsari,944,704,240,1210,133,7,7,0,15,87.4,Acquisition,0,25.42,No
LA105064,Surat,977,718,259,599,271,3,10,59,16,79.3,Acquisition,11,26.51,No
LA105065,Mehsana,795,531,264,847,384,2,13,37,19,79.6,Acquisition,41,33.21,Yes
LA105066,Bhavnagar,1051,493,558,1452,182,7,9,15,19,57.8,Objection,51,53.09,No
LA105067,Jamnagar,814,520,294,738,481,1,10,28,9,69.1,Acquisition,19,36.12,No
LA105068,Rajkot,73,68,5,103,20,4,5,3,5,90.3,Acquisition,14,6.85,No
LA105069,Rajkot,101,67,34,76,13,1,7,26,9,75.9,Compensation,10,33.66,No
LA105070,Bhavnagar,1440,980,460,929,44,5,8,8,13,62.2,Compensation,30,31.94,No
LA105071,Banaskantha,1369,940,429,1400,293,4,19,6,27,82.6,Acquisition,24,31.34,No
LA105072,Ahmedabad,899,536,363,1229,277,5,9,89,16,60.1,Compensation,55,40.38,Yes
LA105073,Jamnagar,303,234,69,252,75,3,5,10,11,83.1,Acquisition,37,22.77,Yes
LA105074,Bhavnagar,1183,679,504,1503,553,6,14,6,18,86.9,Acquisition,0,42.6,Yes
LA105075,Kheda,257,233,24,180,60,3,9,68,2,87.7,Acquisition,46,9.34,No
LA105076,Ahmedabad,597,291,306,729,262,7,8,46,13,70.6,Objection,45,51.26,Yes
LA105077,Bhavnagar,528,337,191,555,53,0,10,36,17,78.3,Acquisition,10,36.17,No
LA105078,Surat,67,56,11,47,4,4,5,53,4,86.4,Acquisition,0,16.42,Yes
LA105079,Patan,1220,779,441,1459,291,5,13,23,24,82.9,Handover,10,36.15,Yes
LA105080,Gandhinagar,789,607,182,941,48,1,7,2,20,88.7,Handover,79,23.07,No
LA105081,Mehsana,508,443,65,515,115,5,6,20,14,91.5,Handover,19,12.8,No
LA105082,Bhavnagar,785,405,380,591,125,6,8,0,5,72.4,Compensation,0,48.41,No
LA105083,Bhavnagar,50,25,25,33,12,3,6,11,4,65.6,Compensation,15,50.0,No
LA105084,Kheda,684,416,268,965,353,4,10,0,13,76.6,Compensation,9,39.18,No
LA105085,Banaskantha,803,633,170,916,214,6,13,1,19,81.0,Acquisition,5,21.17,No
LA105086,Amreli,542,425,117,693,250,5,8,40,11,75.1,Acquisition,10,21.59,No
LA105087,Bhavnagar,1254,627,627,1476,377,9,13,73,18,73.5,Compensation,52,50.0,Yes
LA105088,Junagadh,412,303,109,534,132,7,11,18,8,84.2,Handover,8,26.46,No
LA105089,Bharuch,249,179,70,173,50,4,11,40,5,88.1,Acquisition,0,28.11,No
LA105090,Jamnagar,815,602,213,813,53,6,10,20,12,85.0,Handover,64,26.13,No
LA105091,Gandhinagar,1337,1242,95,1538,474,4,9,4,21,86.5,Handover,0,7.11,No
LA105092,Jamnagar,594,440,154,382,139,7,12,48,13,81.9,Handover,59,25.93,No
LA105093,Rajkot,117,46,71,80,37,3,7,25,6,59.0,Compensation,17,60.68,Yes
LA105094,Junagadh,1457,615,842,1633,703,8,6,66,21,68.8,Objection,11,57.79,Yes
LA105095,Anand,694,318,376,924,224,4,5,42,15,50.4,Compensation,6,54.18,Yes
LA105096,Junagadh,300,175,125,343,139,4,9,28,7,75.1,Compensation,0,41.67,Yes
LA105097,Bhavnagar,943,570,373,549,338,3,6,17,15,80.1,Acquisition,26,39.55,No
LA105098,Rajkot,513,246,267,730,226,2,7,26,7,58.7,Objection,1,52.05,No
LA105099,Junagadh,1410,722,688,953,179,6,15,107,16,59.2,Objection,28,48.79,Yes
LA105100,Vadodara,476,336,140,361,72,2,4,18,9,85.7,Acquisition,0,29.41,No
LA105101,Gandhinagar,848,491,357,1210,208,5,8,0,18,79.3,Compensation,4,42.1,Yes
LA105102,Bhavnagar,838,589,249,1042,55,7,6,0,16,69.5,Acquisition,15,29.71,No
LA105103,Amreli,401,350,51,559,110,2,8,9,8,91.2,Handover,35,12.72,No
LA105104,Surat,774,556,218,988,381,5,10,13,11,74.4,Acquisition,42,28.17,Yes
LA105105,Junagadh,208,108,100,236,112,3,11,27,5,68.3,Compensation,3,48.08,Yes
LA105106,Banaskantha,984,505,479,793,136,3,8,64,11,72.2,Compensation,35,48.68,No
LA105107,Morbi,1150,330,820,971,363,6,12,0,14,48.8,Notification,5,71.3,Yes
LA105108,Sabarkantha,1428,418,1010,2003,445,7,10,47,26,58.4,Objection,31,70.73,Yes
LA105109,Junagadh,522,419,103,691,126,4,4,104,11,94.1,Handover,1,19.73,No
LA105110,Banaskantha,463,293,170,404,52,3,8,7,8,81.7,Acquisition,6,36.72,No
LA105111,Banaskantha,846,680,166,750,283,2,15,73,10,91.9,Handover,37,19.62,No
LA105112,Rajkot,1055,849,206,863,222,4,10,25,16,90.8,Acquisition,20,19.53,Yes
LA105113,Anand,1490,1232,258,1257,426,8,3,17,14,92.5,Handover,0,17.32,No
LA105114,Sabarkantha,86,66,20,114,24,5,4,25,7,93.7,Handover,0,23.26,No
LA105115,Bharuch,395,224,171,221,94,3,7,48,10,80.4,Compensation,4,43.29,Yes
LA105116,Bhavnagar,430,193,237,405,134,3,5,12,12,72.0,Compensation,0,55.12,No
LA105117,Panchmahal,420,239,181,587,80,6,12,12,6,68.0,Compensation,64,43.1,No
LA105118,Vadodara,722,559,163,750,18,6,8,17,7,87.2,Acquisition,0,22.58,No
LA105119,Vadodara,1316,794,522,1257,300,7,10,9,17,85.6,Acquisition,4,39.67,Yes
LA105120,Morbi,94,60,34,78,25,5,5,0,5,62.8,Handover,10,36.17,Yes
LA105121,Sabarkantha,1233,828,405,760,155,6,9,35,15,71.5,Compensation,0,32.85,Yes
LA105122,Valsad,946,538,408,711,192,6,8,13,15,79.0,Acquisition,37,43.13,Yes
LA105123,Banaskantha,942,726,216,595,114,4,8,37,15,85.7,Handover,8,22.93,No
LA105124,Gandhinagar,1034,675,359,687,99,4,8,7,12,78.6,Acquisition,41,34.72,No
LA105125,Patan,217,162,55,151,34,1,8,13,6,83.7,Handover,49,25.35,No
LA105126,Patan,1133,955,178,931,365,2,6,7,13,93.2,Handover,0,15.71,No
LA105127,Vadodara,410,313,97,230,13,7,6,33,10,81.3,Acquisition,33,23.66,No
LA105128,Bharuch,799,573,226,1123,300,2,11,2,19,69.8,Acquisition,38,28.29,No
LA105129,Rajkot,1032,621,411,683,194,5,0,25,16,70.0,Acquisition,11,39.83,No
LA105130,Anand,926,758,168,829,110,2,7,34,16,87.7,Acquisition,63,18.14,Yes
LA105131,Amreli,518,447,71,695,234,5,5,91,11,83.3,Acquisition,58,13.71,Yes
LA105132,Mehsana,624,458,166,403,158,3,7,61,5,89.8,Acquisition,3,26.6,Yes
LA105133,Ahmedabad,741,480,261,730,137,6,9,39,12,85.5,Acquisition,37,35.22,No
LA105134,Morbi,109,93,16,143,58,4,1,14,7,89.4,Acquisition,6,14.68,Yes
LA105135,Bhavnagar,1103,502,601,1160,82,3,9,47,24,70.5,Objection,2,54.49,Yes
LA105136,Morbi,195,112,83,144,98,1,7,66,5,77.5,Acquisition,0,42.56,Yes
LA105137,Valsad,715,642,73,867,23,8,4,25,16,86.0,Handover,7,10.21,No
LA105138,Surat,1000,594,406,1163,546,5,14,69,15,87.7,Acquisition,0,40.6,Yes
LA105139,Jamnagar,166,139,27,145,59,5,8,25,5,91.3,Handover,22,16.27,Yes
LA105140,Kheda,1494,856,638,884,351,4,11,34,12,83.3,Acquisition,11,42.7,Yes
LA105141,Navsari,597,302,295,333,76,3,9,0,9,60.2,Compensation,3,49.41,No
LA105142,Vadodara,72,57,15,93,57,3,7,25,8,73.8,Handover,0,20.83,No
LA105143,Bharuch,1005,673,332,844,63,3,6,0,19,88.2,Acquisition,0,33.03,Yes
LA105144,Ahmedabad,859,299,560,579,37,7,8,25,13,68.8,Objection,0,65.19,No
LA105145,Rajkot,979,631,348,995,125,7,2,9,11,73.4,Acquisition,108,35.55,Yes
LA105146,Kheda,1139,528,611,1570,264,4,11,57,28,65.8,Objection,20,53.64,Yes
LA105147,Surat,740,563,177,413,120,1,7,49,8,88.9,Acquisition,16,23.92,No
LA105148,Kheda,1249,951,298,750,307,4,11,1,15,84.0,Acquisition,25,23.86,Yes
LA105149,Sabarkantha,587,457,130,543,60,3,6,9,9,83.8,Acquisition,14,22.15,No
LA105150,Sabarkantha,841,486,355,974,96,3,11,21,11,65.3,Objection,57,42.21,Yes
LA105151,Panchmahal,280,220,60,274,143,3,5,38,5,89.9,Handover,11,21.43,Yes
LA105152,Bharuch,949,816,133,1289,323,4,9,26,18,92.3,Handover,0,14.01,No
LA105153,Patan,429,300,129,253,38,5,7,28,7,83.4,Compensation,0,30.07,Yes
LA105154,Jamnagar,1060,746,314,907,506,6,5,22,12,85.1,Acquisition,30,29.62,Yes
LA105155,Junagadh,1212,744,468,1050,294,6,13,0,16,74.0,Compensation,13,38.61,No
LA105156,Navsari,1296,941,355,1110,507,6,2,0,14,78.8,Handover,22,27.39,Yes
LA105157,Morbi,1398,702,696,1383,602,7,10,0,26,69.5,Compensation,22,49.79,Yes
LA105158,Jamnagar,227,151,76,286,75,0,4,5,10,76.4,Objection,33,33.48,No
LA105159,Junagadh,250,160,90,209,58,2,3,22,4,80.3,Compensation,19,36.0,No
LA105160,Junagadh,1393,614,779,1700,226,6,9,58,24,64.7,Compensation,19,55.92,Yes
LA105161,Anand,602,461,141,410,287,5,7,18,10,78.1,Acquisition,40,23.42,No
LA105162,Panchmahal,87,63,24,92,32,2,9,5,8,80.4,Acquisition,47,27.59,No
LA105163,Junagadh,466,362,104,414,149,3,9,51,9,85.3,Acquisition,25,22.32,Yes
LA105164,Morbi,1263,762,501,1308,217,6,13,15,25,81.5,Acquisition,2,39.67,No
LA105165,Bhavnagar,565,302,263,366,107,2,6,0,9,68.9,Acquisition,24,46.55,No
LA105166,Patan,161,115,46,227,94,7,8,0,9,77.6,Compensation,0,28.57,Yes
LA105167,Ahmedabad,1097,670,427,1498,54,5,11,13,23,70.1,Acquisition,0,38.92,Yes
LA105168,Sabarkantha,332,247,85,430,55,4,7,39,5,62.4,Acquisition,14,25.6,No
LA105169,Mehsana,561,427,134,759,152,2,9,45,10,85.3,Acquisition,8,23.89,No
LA105170,Rajkot,55,25,30,38,10,3,8,13,7,64.6,Objection,25,54.55,No
LA105171,Amreli,923,534,389,926,412,5,10,19,9,74.6,Acquisition,8,42.15,No
LA105172,Ahmedabad,696,409,287,582,401,3,8,38,8,79.3,Compensation,21,41.24,Yes
LA105173,Patan,1308,605,703,1764,695,10,11,9,25,65.9,Compensation,5,53.75,Yes
LA105174,Banaskantha,535,366,169,385,103,4,13,9,5,79.4,Acquisition,0,31.59,No
LA105175,Mehsana,346,211,135,259,67,5,5,78,8,77.6,Compensation,26,39.02,No
LA105176,Patan,290,201,89,339,122,2,7,21,14,68.8,Compensation,4,30.69,No
LA105177,Panchmahal,340,265,75,214,73,3,7,10,6,80.9,Acquisition,28,22.06,No
LA105178,Gandhinagar,704,597,107,851,254,2,7,10,16,87.4,Handover,74,15.2,Yes
LA105179,Navsari,176,110,66,139,39,2,7,3,7,77.2,Acquisition,23,37.5,No
LA105180,Banaskantha,633,527,106,725,316,4,11,77,12,85.5,Handover,42,16.75,Yes
LA105181,Patan,1290,921,369,1723,678,3,6,35,33,73.6,Acquisition,16,28.6,No
LA105182,Junagadh,1163,1108,55,1278,235,3,5,34,22,90.2,Handover,16,4.73,No
LA105183,Anand,974,558,416,722,268,5,7,24,13,75.0,Compensation,5,42.71,Yes
LA105184,Banaskantha,1345,1083,262,799,212,10,14,43,11,91.2,Acquisition,24,19.48,Yes
LA105185,Ahmedabad,1182,881,301,698,47,3,5,0,8,92.7,Handover,68,25.47,No
LA105186,Jamnagar,996,869,127,627,307,5,9,20,9,73.3,Handover,20,12.75,Yes
LA105187,Sabarkantha,1302,1020,282,1396,308,2,9,37,22,91.2,Handover,15,21.66,No
LA105188,Junagadh,230,146,84,199,56,4,8,0,7,64.1,Compensation,6,36.52,No
LA105189,Vadodara,1237,791,446,951,123,7,5,14,15,74.7,Acquisition,34,36.05,No
LA105190,Junagadh,478,299,179,357,103,4,7,17,13,66.9,Acquisition,34,37.45,Yes
LA105191,Surat,1113,613,500,1562,437,7,10,0,14,68.2,Acquisition,9,44.92,No
LA105192,Junagadh,1375,1001,374,903,134,2,10,0,16,75.8,Acquisition,8,27.2,No
LA105193,Kheda,769,637,132,634,79,1,8,12,6,90.9,Handover,13,17.17,No
LA105194,Banaskantha,178,171,7,173,35,2,12,5,7,89.8,Handover,10,3.93,No
LA105195,Anand,587,256,331,323,46,2,9,0,9,54.7,Objection,9,56.39,No
LA105196,Banaskantha,640,367,273,882,122,5,8,1,19,76.8,Acquisition,24,42.66,Yes
LA105197,Panchmahal,1409,697,712,901,127,2,10,45,17,58.2,Objection,25,50.53,Yes
LA105198,Bhavnagar,1417,959,458,1650,457,7,11,25,15,79.5,Compensation,4,32.32,No
LA105199,Jamnagar,874,377,497,975,194,6,6,18,20,66.2,Compensation,0,56.86,Yes
LA105200,Rajkot,1429,954,475,1826,709,9,12,20,27,75.3,Compensation,0,33.24,Yes
LA105201,Patan,683,421,262,776,260,4,12,17,21,79.7,Acquisition,30,38.36,No
LA105202,Valsad,646,409,237,803,366,6,7,22,25,77.7,Acquisition,11,36.69,Yes
LA105203,Panchmahal,1263,935,328,1173,27,5,8,14,18,85.0,Acquisition,1,25.97,No
LA105204,Bharuch,1018,471,547,1008,298,6,11,19,19,78.5,Compensation,11,53.73,No
LA105205,Banaskantha,807,498,309,953,442,4,6,23,14,78.1,Compensation,61,38.29,Yes
LA105206,Gandhinagar,712,584,128,756,115,7,7,0,20,84.3,Acquisition,81,17.98,Yes
LA105207,Vadodara,1073,771,302,1084,171,5,7,37,10,85.2,Acquisition,7,28.15,No
LA105208,Kheda,1143,541,602,840,321,3,11,14,15,78.4,Compensation,26,52.67,Yes
LA105209,Bharuch,761,350,411,595,176,6,7,27,7,60.5,Objection,38,54.01,No
LA105210,Surat,95,54,41,83,31,3,7,16,7,65.6,Objection,10,43.16,Yes
LA105211,Kheda,197,122,75,110,33,3,1,107,8,77.2,Acquisition,1,38.07,Yes
LA105212,Gandhinagar,259,181,78,240,63,2,5,8,3,84.1,Compensation,27,30.12,No
LA105213,Navsari,720,308,412,398,56,6,12,2,11,60.9,Objection,39,57.22,No
LA105214,Surat,941,765,176,996,312,6,6,62,17,86.4,Acquisition,35,18.7,No
LA105215,Surat,1216,784,432,1439,585,4,6,2,17,84.2,Compensation,0,35.53,No
LA105216,Surat,387,283,104,409,110,5,6,31,14,79.6,Acquisition,6,26.87,No
LA105217,Panchmahal,1191,699,492,1398,487,5,7,4,24,73.8,Compensation,2,41.31,No
LA105218,Bhavnagar,1016,854,162,559,230,6,10,18,9,83.1,Acquisition,35,15.94,No
LA105219,Amreli,124,47,77,75,27,2,9,63,4,57.0,Objection,12,62.1,Yes
LA105220,Bharuch,559,348,211,659,85,5,8,14,13,84.8,Acquisition,12,37.75,No
LA105221,Bharuch,489,256,233,622,211,4,11,9,11,59.9,Compensation,16,47.65,No
LA105222,Navsari,1336,690,646,1598,1276,4,11,47,18,60.4,Compensation,35,48.35,Yes
LA105223,Rajkot,1386,980,406,1589,855,7,9,24,24,78.6,Acquisition,0,29.29,Yes
LA105224,Sabarkantha,1238,552,686,1469,224,8,11,97,24,50.7,Objection,2,55.41,Yes
LA105225,Rajkot,816,316,500,992,307,2,10,1,19,62.3,Objection,35,61.27,Yes
LA105226,Surat,765,471,294,919,620,4,9,5,14,81.2,Acquisition,10,38.43,Yes
LA105227,Mehsana,501,300,201,608,131,6,7,48,15,60.4,Compensation,0,40.12,Yes
LA105228,Vadodara,1171,863,308,722,75,6,6,17,23,81.1,Acquisition,0,26.3,Yes
LA105229,Ahmedabad,175,63,112,106,22,1,6,13,4,55.0,Notification,34,64.0,No
LA105230,Mehsana,443,215,228,388,70,1,12,43,9,78.1,Acquisition,20,51.47,Yes
LA105231,Anand,246,108,138,252,107,4,7,0,3,69.3,Objection,0,56.1,No
LA105232,Valsad,767,390,377,948,118,2,10,0,18,72.9,Compensation,9,49.15,Yes
LA105233,Amreli,484,233,251,412,73,4,5,28,7,66.9,Objection,12,51.86,No
LA105234,Mehsana,336,230,106,268,63,0,11,65,7,77.4,Acquisition,0,31.55,Yes
LA105235,Panchmahal,596,257,339,747,160,4,11,18,13,69.6,Compensation,72,56.88,Yes
LA105236,Amreli,1299,674,625,1006,119,7,14,39,8,70.0,Acquisition,9,48.11,No
LA105237,Banaskantha,859,337,522,1107,403,4,2,32,12,65.1,Objection,8,60.77,No
LA105238,Morbi,1244,603,641,883,427,4,12,12,18,65.9,Compensation,0,51.53,Yes
LA105239,Bhavnagar,1376,1076,300,1202,465,8,5,20,25,67.4,Acquisition,7,21.8,Yes
LA105240,Kheda,1359,1122,237,1238,502,2,10,34,19,82.3,Handover,14,17.44,No
LA105241,Anand,559,369,190,458,234,7,8,3,9,72.8,Acquisition,109,33.99,Yes
LA105242,Rajkot,1323,853,470,732,310,3,12,10,9,81.4,Compensation,26,35.53,No
